Supplier Part Number,Part Description,Category L1,Category L2,Category L3,Category L4,Supplier,Part Description - Cleaned,Category L1 - Cleaned,Category L2 - Cleaned,Category L3 - Cleaned,Category L4 - Cleaned
99999999,URGENT RUSH DIRECT DRIVE FREIGHT,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,urgent rush direct drive freight,bearings,linear products,linear products,uncoded linear products
99999999,SHS25+3000L RAIL,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs25 3000l rail,bearings,linear products,linear products,uncoded linear products
99999999,"2"" DIA X 24"" LONG CLASS L",BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,2 dia x 24 long class l,bearings,linear products,linear products,uncoded linear products
99999999,"HLF12-M, 115V/60HZ",BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,hlf12 m 115v 60hz,bearings,linear products,linear products,uncoded linear products
99999999,BGS-Z30CP,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,bgs z30cp,bearings,linear products,linear products,uncoded linear products
99999999,3842523920,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,3842523920,bearings,linear products,linear products,uncoded linear products
99999999,HSR15C1SS(GK) BLOCK,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,hsr15c1ss gk block,bearings,linear products,linear products,uncoded linear products
99999999,SBI30FL,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,sbi30fl,bearings,linear products,linear products,uncoded linear products
99999999,SHS25V2ZZ + 400L,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs25v2zz 400l,bearings,linear products,linear products,uncoded linear products
99999999,N1H 35 0920Z G=20 RAIL,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,n1h 35 0920z g 20 rail,bearings,linear products,linear products,uncoded linear products
99999999,SBI 30 RAIL (SBC),BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,sbi 30 rail sbc,bearings,linear products,linear products,uncoded linear products
99999999,SBI 30 FL K1 (SBC),BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,sbi 30 fl k1 sbc,bearings,linear products,linear products,uncoded linear products
99999999,N1H250457-Z  (G = 20 G1 =20 G2 =17),BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,n1h250457 z g 20 g1 20 g2 17,bearings,linear products,linear products,uncoded linear products
99999999,LAH35ANZ-K1 CARRIAGE,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,lah35anz k1 carriage,bearings,linear products,linear products,uncoded linear products
99999999,L45800008-003   RAIL CAP,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,l45800008 003 rail cap,bearings,linear products,linear products,uncoded linear products
99999999,NAH35EMZ-L2P,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,nah35emz l2p,bearings,linear products,linear products,uncoded linear products
99999999,NIL20-17.50 LONG,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,nil20 17 50 long,bearings,linear products,linear products,uncoded linear products
99999999,NAH35EM-K1P NH35 K1 SEAL CLEARANCE,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,nah35em k1p nh35 k1 seal clearance,bearings,linear products,linear products,uncoded linear products
99999999,L45800006-003  RAIL CAP,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,l45800006 003 rail cap,bearings,linear products,linear products,uncoded linear products
99999999,NAH25EM-L1P NH25 L1 SEAL CLEARANCE,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,nah25em l1p nh25 l1 seal clearance,bearings,linear products,linear products,uncoded linear products
99999999,N1H35-0570 G=45,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,n1h35 0570 g 45,bearings,linear products,linear products,uncoded linear products
99999999,"NAH35EMZ-L2P LINEAR BRG, 2 L1/K1 LUB UNI",BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,nah35emz l2p linear brg 2 l1 k1 lub uni,bearings,linear products,linear products,uncoded linear products
99999999,NAH35EMZ-L LINEAR BRG WITH L1/K1 LUB UNI,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,nah35emz l linear brg with l1 k1 lub uni,bearings,linear products,linear products,uncoded linear products
99999999,AB.W25,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,ab w25,bearings,linear products,linear products,uncoded linear products
99999999,NAH25ANZ-L NH25 L1 SEAL PRE-LOAD TYPE,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,nah25anz l nh25 l1 seal pre load type,bearings,linear products,linear products,uncoded linear products
99999999,2 L PD CTL X 72 IN  Y=  4 IN,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,2 l pd ctl x 72 in y 4 in,bearings,linear products,linear products,uncoded linear products
99999999,SHS25-240L G=30,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs25 240l g 30,bearings,linear products,linear products,uncoded linear products
99999999,NAH35EMZ-LP LINEAR BEARING,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,nah35emz lp linear bearing,bearings,linear products,linear products,uncoded linear products
99999999,NAH55EMZ-K2P,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,nah55emz k2p,bearings,linear products,linear products,uncoded linear products
99999999,1000-0500 SRT RA/XX/XX/25.13/SBN1050/S,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,1000 0500 srt ra xx xx 25 13 sbn1050 s,bearings,linear products,linear products,uncoded linear products
99999999,HSR25+1060L    G-20/20,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,hsr25 1060l g 20 20,bearings,linear products,linear products,uncoded linear products
99999999,SHS25+1120L G=20MM,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs25 1120l g 20mm,bearings,linear products,linear products,uncoded linear products
99999999,N1H25+1380L  G=30/30,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,n1h25 1380l g 30 30,bearings,linear products,linear products,uncoded linear products
99999999,N1H250195-Z LINEAR RAIL,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,n1h250195 z linear rail,bearings,linear products,linear products,uncoded linear products
99999999,N1H25-0460Z G=20 RAIL,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,n1h25 0460z g 20 rail,bearings,linear products,linear products,uncoded linear products
99999999,R1A450825-P6Z RAIL  G=18.75/18.75,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,r1a450825 p6z rail g 18 75 18 75,bearings,linear products,linear products,uncoded linear products
99999999,SHS35+ 0920L RAIL G=20,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs35 0920l rail g 20,bearings,linear products,linear products,uncoded linear products
99999999,N1H350320Z G=40 RAIL,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,n1h350320z g 40 rail,bearings,linear products,linear products,uncoded linear products
99999999,N1H250400Z    G=20,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,n1h250400z g 20,bearings,linear products,linear products,uncoded linear products
99999999,SUPER 16 OPN,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,super 16 opn,bearings,linear products,linear products,uncoded linear products
99999999,7832818/580 BALL SCREW AND NUT,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,7832818 580 ball screw and nut,bearings,linear products,linear products,uncoded linear products
99999999,SHS65V1SSC1(GK) BLOCK,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs65v1ssc1 gk block,bearings,linear products,linear products,uncoded linear products
99999999,SHS15-220L(GK) RAIL   G=20,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs15 220l gk rail g 20,bearings,linear products,linear products,uncoded linear products
99999999,N1H35-0490    G=45,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,n1h35 0490 g 45,bearings,linear products,linear products,uncoded linear products
99999999,HSR25C1ZZ,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,hsr25c1zz,bearings,linear products,linear products,uncoded linear products
99999999,R1A450825 RAIL  G=18.75/18.75,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,r1a450825 rail g 18 75 18 75,bearings,linear products,linear products,uncoded linear products
99999999,SHS20V1ZZ+280L,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs20v1zz 280l,bearings,linear products,linear products,uncoded linear products
99999999,SHS20V2ZZ+280L,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs20v2zz 280l,bearings,linear products,linear products,uncoded linear products
99999999,JSH35-50/350 BELLOWS,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,jsh35 50 350 bellows,bearings,linear products,linear products,uncoded linear products
99999999,SHS35-1160L(GK) RAIL,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs35 1160l gk rail,bearings,linear products,linear products,uncoded linear products
99999999,"1-1/2 CLASS L  X 84"" LG SHAFTING",BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,1 1 2 class l x 84 lg shafting,bearings,linear products,linear products,uncoded linear products
99999999,SHS25V1ZZ+220L G=20/20,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs25v1zz 220l g 20 20,bearings,linear products,linear products,uncoded linear products
99999999,SHS20V2ZZ+280L G=20/20,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs20v2zz 280l g 20 20,bearings,linear products,linear products,uncoded linear products
99999999,SHS25V2ZZ+520L,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs25v2zz 520l,bearings,linear products,linear products,uncoded linear products
99999999,SHS25V2ZZ+460L G=20/20,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs25v2zz 460l g 20 20,bearings,linear products,linear products,uncoded linear products
99999999,JSH55-250-1750 BELLOW,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,jsh55 250 1750 bellow,bearings,linear products,linear products,uncoded linear products
99999999,SHS25V1ZZ+460L,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs25v1zz 460l,bearings,linear products,linear products,uncoded linear products
99999999,SHS35V2ZZ+1880L,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs35v2zz 1880l,bearings,linear products,linear products,uncoded linear products
99999999,SHS25V2ZZ+280L,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs25v2zz 280l,bearings,linear products,linear products,uncoded linear products
99999999,SHS35V2ZZ+520L G=20/20,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs35v2zz 520l g 20 20,bearings,linear products,linear products,uncoded linear products
99999999,SHS35C1ZZ+280L G=20/20,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs35c1zz 280l g 20 20,bearings,linear products,linear products,uncoded linear products
99999999,"TKA55-01735, TKA55.060.100KR195 FU MUX28",BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,tka55 01735 tka55 060 100kr195 fu mux28,bearings,linear products,linear products,uncoded linear products
99999999,THK AFTER HOURS,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,thk after hours,bearings,linear products,linear products,uncoded linear products
99999999,N1H250400Z G=20 LINEAR RAIL,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,n1h250400z g 20 linear rail,bearings,linear products,linear products,uncoded linear products
99999999,NSK N1H 55 0360Z G=60 RAIL,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,nsk n1h 55 0360z g 60 rail,bearings,linear products,linear products,uncoded linear products
99999999,130-0450-075 SPIRAL SPRING,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,130 0450 075 spiral spring,bearings,linear products,linear products,uncoded linear products
99999999,LAW27ELZ-KP LINEAR BEARING WITH K1 LUB U,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,law27elz kp linear bearing with k1 lub u,bearings,linear products,linear products,uncoded linear products
99999999,N1H 55 3060Z G=30 RAIL,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,n1h 55 3060z g 30 rail,bearings,linear products,linear products,uncoded linear products
99999999,HSR25+1120L G20/20,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,hsr25 1120l g20 20,bearings,linear products,linear products,uncoded linear products
99999999,L1W270280Z RIEL,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,l1w270280z riel,bearings,linear products,linear products,uncoded linear products
99999999,L45800005-003,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,l45800005 003,bearings,linear products,linear products,uncoded linear products
99999999,HGR-20-R2000-C   (G=20),BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,hgr 20 r2000 c g 20,bearings,linear products,linear products,uncoded linear products
99999999,SHS55V2ZZ+2820L,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs55v2zz 2820l,bearings,linear products,linear products,uncoded linear products
99999999,SHS25LC1ZZ   GUIDE BLOCK,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs25lc1zz guide block,bearings,linear products,linear products,uncoded linear products
99999999,SHS25-340L G=20  RAIL,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs25 340l g 20 rail,bearings,linear products,linear products,uncoded linear products
99999999,SHS25LC1ZZ GK   GUIDE BLOCKS,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs25lc1zz gk guide blocks,bearings,linear products,linear products,uncoded linear products
99999999,N1H350762Z,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,n1h350762z,bearings,linear products,linear products,uncoded linear products
99999999,SHS65+2400E RAIL G=75/75,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs65 2400e rail g 75 75,bearings,linear products,linear products,uncoded linear products
99999999,"SHS65+2400E RAIL, E=BUTTABLE ENDS G75/75",BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs65 2400e rail e buttable ends g75 75,bearings,linear products,linear products,uncoded linear products
99999999,"SHS65+3000E RAIL, E=BUTTABLE ENDS G75/75",BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs65 3000e rail e buttable ends g75 75,bearings,linear products,linear products,uncoded linear products
99999999,HSR25C1ZZ BEARING,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,hsr25c1zz bearing,bearings,linear products,linear products,uncoded linear products
99999999,"SHS65+2400E RAIL, E=BUTTABLE ENDS",BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs65 2400e rail e buttable ends,bearings,linear products,linear products,uncoded linear products
99999999,N1H150220Z NH15 LINEAR RAIL LENGTH 220MM,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,n1h150220z nh15 linear rail length 220mm,bearings,linear products,linear products,uncoded linear products
99999999,NAH35EMZ-K2P,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,nah35emz k2p,bearings,linear products,linear products,uncoded linear products
99999999,SHS35C2ZZ+1160L G20,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs35c2zz 1160l g20,bearings,linear products,linear products,uncoded linear products
99999999,SHS25V1ZZ+400L G=20/20,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs25v1zz 400l g 20 20,bearings,linear products,linear products,uncoded linear products
99999999,SHS20V1ZZ+160L G20,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs20v1zz 160l g20,bearings,linear products,linear products,uncoded linear products
99999999,"NAH15GMZ-KP LINEAR BEARING, K1 LUB UNIT,",BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,nah15gmz kp linear bearing k1 lub unit,bearings,linear products,linear products,uncoded linear products
99999999,"NAH30GMZ-KP LINEAR BEARING, K1 LUB UNIT,",BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,nah30gmz kp linear bearing k1 lub unit,bearings,linear products,linear products,uncoded linear products
99999999,N1H352080Z RAIL,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,n1h352080z rail,bearings,linear products,linear products,uncoded linear products
99999999,"NAH35ANZ-LP LINEAR BRG, L1/K1 LUB UNIT,",BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,nah35anz lp linear brg l1 k1 lub unit,bearings,linear products,linear products,uncoded linear products
99999999,C16 RAIL CAPS,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,c16 rail caps,bearings,linear products,linear products,uncoded linear products
99999999,SHS25+1720L RAIL G=20/20,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs25 1720l rail g 20 20,bearings,linear products,linear products,uncoded linear products
99999999,SHS30+360L    G=20/20,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs30 360l g 20 20,bearings,linear products,linear products,uncoded linear products
99999999,PWKRE52-2RS-XL STUD TYPE TRACK ROLLER,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,pwkre52 2rs xl stud type track roller,bearings,linear products,linear products,uncoded linear products
99999999,HSR25C1ZZ(GK) BLOCK,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,hsr25c1zz gk block,bearings,linear products,linear products,uncoded linear products
99999999,RESTOCKING FEE FOR OCN 395074,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,restocking fee for ocn 395074,bearings,linear products,linear products,uncoded linear products
99999999,40004-CP ROBOT PLATE,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,40004 cp robot plate,bearings,linear products,linear products,uncoded linear products
99999999,"1.5"" CLASS L SHAFT X 36.75"" LONG",BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,1 5 class l shaft x 36 75 long,bearings,linear products,linear products,uncoded linear products
99999999,N1H351000 G=20,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,n1h351000 g 20,bearings,linear products,linear products,uncoded linear products
99999999,40100-BP BASE PLATE,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,40100 bp base plate,bearings,linear products,linear products,uncoded linear products
99999999,LAW35ELZ LINEAR BEARING,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,law35elz linear bearing,bearings,linear products,linear products,uncoded linear products
99999999,NAH25GMZ NH25 PRE-LOAD TYPE SLIDER,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,nah25gmz nh25 pre load type slider,bearings,linear products,linear products,uncoded linear products
99999999,PWKR52-2RS-XL STUD TYPE ROLLER BRG,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,pwkr52 2rs xl stud type roller brg,bearings,linear products,linear products,uncoded linear products
99999999,N1H351160-Z G=20MM,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,n1h351160 z g 20mm,bearings,linear products,linear products,uncoded linear products
99999999,RAA45GM6Z,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,raa45gm6z,bearings,linear products,linear products,uncoded linear products
99999999,17-8530 SCREW,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,17 8530 screw,bearings,linear products,linear products,uncoded linear products
99999999,N1H 35 0360Z G=20 RAIL,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,n1h 35 0360z g 20 rail,bearings,linear products,linear products,uncoded linear products
99999999,SHS65LC1SSC1(GK) BLOCK,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs65lc1ssc1 gk block,bearings,linear products,linear products,uncoded linear products
