Supplier Part Number,Part Description,Category L1,Category L2,Category L3,Category L4,Supplier,Part Description - Cleaned,Category L1 - Cleaned,Category L2 - Cleaned,Category L3 - Cleaned,Category L4 - Cleaned,predicted_label,predicted_distance,predicted_similarity,topk_labels,topk_distances,topk_similarities
12877583,2.00004.445 4 X 1 1/4 PERFORMA RUBBER WH,ELECTRICAL & MATL HANDG,MATERIAL HANDLING,WAREHOUSE-FLOOR EQUIP,CASTERS,Motion,2 00004 445 4 x 1 1 4 performa rubber wh,electrical matl handg,material handling,warehouse floor equip,casters,Abrasives,0.7734326481819154,0.22656735181808463,"Abrasives, Cutting Tools, Automation Welding","0.7734, 0.7895, 0.7983","0.2266, 0.2105, 0.2017"
15107184,"2B15 21'8""LX 72""W W/STEEL STAPLE",ELECTRICAL & MATL HANDG,LIGHT CONVEYOR BELT,LIGHT CONVEYOR BELT,LIGHT RUBBER CONV BELT,Motion,2b15 21 8 lx 72 w w steel staple,electrical matl handg,light conveyor belt,light conveyor belt,light rubber conv belt,Automation Welding,0.8062876462936401,0.19371235370635986,"Automation Welding, Abrasives, Tools","0.8063, 0.8268, 0.8269","0.1937, 0.1732, 0.1731"
18828931,15047 SWITCH O.T.  FOR PURE HUMIDIFIER,ELECTRICAL & MATL HANDG,ELECTRIC REPAIRS &SERVICE,ELECTRIC REPAIRS &SERVICE,PCB REPAIRS,Motion,15047 switch o t for pure humidifier,electrical matl handg,electric repairs service,electric repairs service,pcb repairs,Automation Electrical,0.7234060645103455,0.2765939354896545,"Automation Electrical, General, Automation Welding","0.7234, 0.7352, 0.7509","0.2766, 0.2648, 0.2491"
18828933,15072 COVER OVERTEMP HOUSING,ELECTRICAL & MATL HANDG,ELECTRIC REPAIRS &SERVICE,ELECTRIC REPAIRS &SERVICE,PCB REPAIRS,Motion,15072 cover overtemp housing,electrical matl handg,electric repairs service,electric repairs service,pcb repairs,General,0.7295896053314209,0.2704103946685791,"General, Automation Electrical, Automation Welding","0.7296, 0.7577, 0.7591","0.2704, 0.2423, 0.2409"
921115,C531 FASTENER 70030,ELECTRICAL & MATL HANDG,CONVEYORS & COMPONENTS,CONVEYORS & COMPONENTS,BELT FASTENERS,Motion,c531 fastener 70030,electrical matl handg,conveyors components,conveyors components,belt fasteners,Automation Mechanical,0.7330245971679689,0.26697540283203114,"Automation Mechanical, Cutting Tools, Tools","0.7330, 0.7788, 0.7852","0.2670, 0.2212, 0.2148"
18920820,22EDM02-070220A010102,ELECTRICAL & MATL HANDG,CONVEYORS & COMPONENTS,CONVEYORS & COMPONENTS,BELT CONVEYOR,Motion,22edm02 070220a010102,electrical matl handg,conveyors components,conveyors components,belt conveyor,Automation Mechanical,0.7398995995521546,0.26010040044784544,"Automation Mechanical, Automation Welding, Cutting Tools","0.7399, 0.7745, 0.7785","0.2601, 0.2255, 0.2215"
17875870,100 T20/10860 SF SP BELT MT,ELECTRICAL & MATL HANDG,HEAVY RUBBER BELT PRODUCT,HEAVY RUBBER BELT PRODUCT,STEELCORD CONV BELT,Motion,100 t20 10860 sf sp belt mt,electrical matl handg,heavy rubber belt product,heavy rubber belt product,steelcord conv belt,Cutting Tools,0.8208366394042969,0.17916336059570315,"Cutting Tools, Abrasives, Automation Mechanical","0.8208, 0.8221, 0.8223","0.1792, 0.1779, 0.1777"
921115,C531 FASTENER 70030,ELECTRICAL & MATL HANDG,CONVEYORS & COMPONENTS,CONVEYORS & COMPONENTS,BELT FASTENERS,Motion,c531 fastener 70030,electrical matl handg,conveyors components,conveyors components,belt fasteners,Automation Mechanical,0.7330245852470398,0.26697541475296016,"Automation Mechanical, Cutting Tools, Tools","0.7330, 0.7788, 0.7852","0.2670, 0.2212, 0.2148"
1256200,BV-250 BALL TYPE VIBRATOR,ELECTRICAL & MATL HANDG,CONVEYORS & COMPONENTS,CONVEYORS & COMPONENTS,VIBRATING CONVEYOR,Motion,bv 250 ball type vibrator,electrical matl handg,conveyors components,conveyors components,vibrating conveyor,Automation Mechanical,0.6932622313499451,0.30673776865005487,"Automation Mechanical, Automation Electrical, Automation Welding","0.6933, 0.7765, 0.7796","0.3067, 0.2235, 0.2204"
8223295,MA225  MINIATURE SHOCK ABSORBER,ELECTRICAL & MATL HANDG,CONVEYORS & COMPONENTS,CONVEYORS & COMPONENTS,MISC CONVEYOR & COMP.,Motion,ma225 miniature shock absorber,electrical matl handg,conveyors components,conveyors components,misc conveyor comp,Automation Mechanical,0.7333545804023742,0.2666454195976258,"Automation Mechanical, Automation Electrical, Automation Welding","0.7334, 0.7867, 0.7871","0.2666, 0.2133, 0.2129"
7128203,"600520 CAST IRON 4""X3"" W/1"" BRG",ELECTRICAL & MATL HANDG,MATERIAL HANDLING,UNCODED MATERIAL HANDLING,UNCODED MATERIAL HANDLING,Motion,600520 cast iron 4 x3 w 1 brg,electrical matl handg,material handling,uncoded material handling,uncoded material handling,Abrasives,0.7471626520156861,0.2528373479843139,"Abrasives, Cutting Tools, Chemicals, Oils & Lubricants","0.7472, 0.7636, 0.7802","0.2528, 0.2364, 0.2198"
7287751,IH0050K8-16-9T CASTER,ELECTRICAL & MATL HANDG,MATERIAL HANDLING,WAREHOUSE-FLOOR EQUIP,CASTERS,Motion,ih0050k8 16 9t caster,electrical matl handg,material handling,warehouse floor equip,casters,Automation Welding,0.7908863306045533,0.20911366939544673,"Automation Welding, Cutting Tools, Abrasives","0.7909, 0.7931, 0.7943","0.2091, 0.2069, 0.2057"
7287750,D10-0406-CA508 CASTER,ELECTRICAL & MATL HANDG,MATERIAL HANDLING,WAREHOUSE-FLOOR EQUIP,CASTERS,Motion,d10 0406 ca508 caster,electrical matl handg,material handling,warehouse floor equip,casters,Automation Welding,0.7994462728500367,0.20055372714996333,"Automation Welding, Abrasives, Tools","0.7994, 0.7995, 0.8031","0.2006, 0.2005, 0.1969"
7128228,751142 3/4 REDUCER BUSHING,ELECTRICAL & MATL HANDG,MATERIAL HANDLING,WAREHOUSE-FLOOR EQUIP,WHEELS,Motion,751142 3 4 reducer bushing,electrical matl handg,material handling,warehouse floor equip,wheels,Abrasives,0.7729192614555359,0.2270807385444641,"Abrasives, Tools, Automation Welding","0.7729, 0.7883, 0.7947","0.2271, 0.2117, 0.2053"
7128203,"600520 CAST IRON 4""X3"" W/1"" BRG",ELECTRICAL & MATL HANDG,MATERIAL HANDLING,WAREHOUSE-FLOOR EQUIP,WHEELS,Motion,600520 cast iron 4 x3 w 1 brg,electrical matl handg,material handling,warehouse floor equip,wheels,Abrasives,0.7732928276062012,0.22670717239379878,"Abrasives, Automation Welding, Tools","0.7733, 0.7794, 0.7809","0.2267, 0.2206, 0.2191"
7128228,751142 3/4 REDUCER BUSHING,ELECTRICAL & MATL HANDG,MATERIAL HANDLING,UNCODED MATERIAL HANDLING,UNCODED MATERIAL HANDLING,Motion,751142 3 4 reducer bushing,electrical matl handg,material handling,uncoded material handling,uncoded material handling,Abrasives,0.7467890858650208,0.2532109141349792,"Abrasives, Cutting Tools, Automation Welding","0.7468, 0.7803, 0.7956","0.2532, 0.2197, 0.2044"
6903493,HG-2060-10,ELECTRICAL & MATL HANDG,CONVEYORS & COMPONENTS,TABLETOP RAILS,TABLETOP RAILS,Motion,hg 2060 10,electrical matl handg,conveyors components,tabletop rails,tabletop rails,Tools,0.7979127049446105,0.20208729505538947,"Tools, Automation Welding, Office Supplies","0.7979, 0.8208, 0.8357","0.2021, 0.1792, 0.1643"
3209301,17011 TROLLEY,ELECTRICAL & MATL HANDG,CONVEYORS & COMPONENTS,CONVEYORS & COMPONENTS,MISC CONVEYOR & COMP.,Motion,17011 trolley,electrical matl handg,conveyors components,conveyors components,misc conveyor comp,Automation Mechanical,0.7297477841377258,0.2702522158622742,"Automation Mechanical, General, Automation Electrical","0.7297, 0.7748, 0.7844","0.2703, 0.2252, 0.2156"
1076051,419904-52AB BRUSH,ELECTRICAL & MATL HANDG,ELECTRIC REPAIRS &SERVICE,UNCODED ELEC REPAIR & SRV,UNCODED ELEC REPAIR & SRV,Motion,419904 52ab brush,electrical matl handg,electric repairs service,uncoded elec repair srv,uncoded elec repair srv,General,0.7992237687110901,0.20077623128890987,"General, Automation Electrical, Tools","0.7992, 0.8039, 0.8163","0.2008, 0.1961, 0.1837"
14789977,2024323-3.25OD ROLLER WITH 5/8-18 SHAFT,ELECTRICAL & MATL HANDG,MATERIAL HANDLING,WORK POSITIONERS,OTHER,Motion,2024323 3 25od roller with 5 8 18 shaft,electrical matl handg,material handling,work positioners,other,Tools,0.7834598183631898,0.21654018163681021,"Tools, Cutting Tools, Automation Welding","0.7835, 0.7977, 0.8090","0.2165, 0.2023, 0.1910"
8210451,10310 (TSE-1017-325 TROLLEY),ELECTRICAL & MATL HANDG,MATERIAL HANDLING,OVERHEAD LIFTING EQUIP,OTHER,Motion,10310 tse 1017 325 trolley,electrical matl handg,material handling,overhead lifting equip,other,Tools,0.8118898272514344,0.18811017274856556,"Tools, Automation Welding, General","0.8119, 0.8417, 0.8430","0.1881, 0.1583, 0.1570"
1448037,419904-52AF  BRUSH,ELECTRICAL & MATL HANDG,ELECTRIC REPAIRS &SERVICE,UNCODED ELEC REPAIR & SRV,UNCODED ELEC REPAIR & SRV,Motion,419904 52af brush,electrical matl handg,electric repairs service,uncoded elec repair srv,uncoded elec repair srv,General,0.7988283038139343,0.20117169618606567,"General, Automation Electrical, Tools","0.7988, 0.8049, 0.8193","0.2012, 0.1951, 0.1807"
14789978,15917DD ROLLER WITHOUT SHAFT,ELECTRICAL & MATL HANDG,MATERIAL HANDLING,WORK POSITIONERS,OTHER,Motion,15917dd roller without shaft,electrical matl handg,material handling,work positioners,other,Tools,0.7801178097724915,0.21988219022750854,"Tools, Cutting Tools, Automation Welding","0.7801, 0.7921, 0.8114","0.2199, 0.2079, 0.1886"
18729723,BB3602001M/50 ATL20/50000 M,ELECTRICAL & MATL HANDG,CONVEYORS & COMPONENTS,CONVEYORS & COMPONENTS,BELT CONVEYOR,Motion,bb3602001m 50 atl20 50000 m,electrical matl handg,conveyors components,conveyors components,belt conveyor,Automation Mechanical,0.7170770764350891,0.2829229235649109,"Automation Mechanical, General, Tools","0.7171, 0.7728, 0.7777","0.2829, 0.2272, 0.2223"
2770552,TPLP-30 AIR MAGNET,ELECTRICAL & MATL HANDG,CONVEYORS & COMPONENTS,MAGNETICS,AUTOMATION MAGNETS,Motion,tplp 30 air magnet,electrical matl handg,conveyors components,magnetics,automation magnets,Automation Mechanical,0.7143734931945801,0.2856265068054199,"Automation Mechanical, Automation Electrical, Tools","0.7144, 0.7202, 0.7562","0.2856, 0.2798, 0.2438"
10827750,4.06109.559 BRK4,ELECTRICAL & MATL HANDG,MATERIAL HANDLING,WAREHOUSE-FLOOR EQUIP,CASTERS,Motion,4 06109 559 brk4,electrical matl handg,material handling,warehouse floor equip,casters,Abrasives,0.8084300160408021,0.1915699839591979,"Abrasives, Automation Welding, Tools","0.8084, 0.8235, 0.8250","0.1916, 0.1765, 0.1750"
2496043,1032062 ORANGE 85 D RIBBED,ELECTRICAL & MATL HANDG,LIGHT CONVEYOR BELT,LIGHT CONVEYOR BELT,LIGHT RUBBER CONV BELT,Motion,1032062 orange 85 d ribbed,electrical matl handg,light conveyor belt,light conveyor belt,light rubber conv belt,Automation Welding,0.8276507139205933,0.1723492860794067,"Automation Welding, Abrasives, Cutting Tools","0.8277, 0.8607, 0.8628","0.1723, 0.1393, 0.1372"
6974528,71-06302-20-1SP WIDER BB CASTER,ELECTRICAL & MATL HANDG,MATERIAL HANDLING,WAREHOUSE-FLOOR EQUIP,CASTERS,Motion,71 06302 20 1sp wider bb caster,electrical matl handg,material handling,warehouse floor equip,casters,Cutting Tools,0.7941819429397583,0.2058180570602417,"Cutting Tools, Abrasives, Tools","0.7942, 0.8024, 0.8049","0.2058, 0.1976, 0.1951"
11636089,S-XFM-6FST-8-5/8OAH CASTER,ELECTRICAL & MATL HANDG,MATERIAL HANDLING,WAREHOUSE-FLOOR EQUIP,CASTERS,Motion,s xfm 6fst 8 5 8oah caster,electrical matl handg,material handling,warehouse floor equip,casters,Automation Welding,0.788793694972992,0.211206305027008,"Automation Welding, Tools, Cutting Tools","0.7888, 0.7906, 0.7932","0.2112, 0.2094, 0.2068"
4801686,TH162228-SP000731A BUSHING,ELECTRICAL & MATL HANDG,MATERIAL HANDLING,WAREHOUSE-FLOOR EQUIP,CASTERS,Motion,th162228 sp000731a bushing,electrical matl handg,material handling,warehouse floor equip,casters,Abrasives,0.7837841272354126,0.21621587276458742,"Abrasives, Cutting Tools, Automation Welding","0.7838, 0.7926, 0.7963","0.2162, 0.2074, 0.2037"
6959217,TH161926 BUSHING,ELECTRICAL & MATL HANDG,MATERIAL HANDLING,WAREHOUSE-FLOOR EQUIP,CASTERS,Motion,th161926 bushing,electrical matl handg,material handling,warehouse floor equip,casters,Abrasives,0.8018319010734559,0.19816809892654408,"Abrasives, Automation Welding, Cutting Tools","0.8018, 0.8075, 0.8079","0.1982, 0.1925, 0.1921"
7782145,SP150927A WHEEL ONLY,ELECTRICAL & MATL HANDG,MATERIAL HANDLING,WAREHOUSE-FLOOR EQUIP,CASTERS,Motion,sp150927a wheel only,electrical matl handg,material handling,warehouse floor equip,casters,Abrasives,0.7895718932151795,0.2104281067848205,"Abrasives, Tools, Automation Welding","0.7896, 0.7909, 0.8062","0.2104, 0.2091, 0.1938"
8103563,"630A03847   HINGE PLATE 2-1/2 "" X 12""",ELECTRICAL & MATL HANDG,CONVEYORS & COMPONENTS,CONVEYORS & COMPONENTS,CHAIN CONVEYOR,Motion,630a03847 hinge plate 2 1 2 x 12,electrical matl handg,conveyors components,conveyors components,chain conveyor,Automation Mechanical,0.7264039635658264,0.27359603643417363,"Automation Mechanical, Tools, Automation Welding","0.7264, 0.7804, 0.7810","0.2736, 0.2196, 0.2190"
11638586,22-030334/76V CONVEYOR BELT,ELECTRICAL & MATL HANDG,CONVEYORS & COMPONENTS,CONVEYORS & COMPONENTS,BELT CONVEYOR,Motion,22 030334 76v conveyor belt,electrical matl handg,conveyors components,conveyors components,belt conveyor,Automation Mechanical,0.709507179260254,0.290492820739746,"Automation Mechanical, Automation Welding, Tools","0.7095, 0.7560, 0.7682","0.2905, 0.2440, 0.2318"
2067956,2G HOOKS 02154,ELECTRICAL & MATL HANDG,CONVEYORS & COMPONENTS,CONVEYORS & COMPONENTS,BELT FASTENERS,Motion,2g hooks 02154,electrical matl handg,conveyors components,conveyors components,belt fasteners,Automation Mechanical,0.7663233160972596,0.23367668390274043,"Automation Mechanical, Cutting Tools, General","0.7663, 0.7858, 0.7876","0.2337, 0.2142, 0.2124"
932970,U2S12 BELT HOOKS BOX 18400,ELECTRICAL & MATL HANDG,CONVEYORS & COMPONENTS,CONVEYORS & COMPONENTS,BELT FASTENERS,Motion,u2s12 belt hooks box 18400,electrical matl handg,conveyors components,conveyors components,belt fasteners,Automation Mechanical,0.7404927611351013,0.2595072388648987,"Automation Mechanical, Cutting Tools, Tools","0.7405, 0.7738, 0.7761","0.2595, 0.2262, 0.2239"
5866557,W-5-FSB-1/2 FORGED STEEL WHEEL 5X2 1/2BB,ELECTRICAL & MATL HANDG,MATERIAL HANDLING,WAREHOUSE-FLOOR EQUIP,CASTERS,Motion,w 5 fsb 1 2 forged steel wheel 5x2 1 2bb,electrical matl handg,material handling,warehouse floor equip,casters,Abrasives,0.7696149706840515,0.2303850293159485,"Abrasives, Cutting Tools, Tools","0.7696, 0.7731, 0.7772","0.2304, 0.2269, 0.2228"
15339140,BCC0ALA,ELECTRICAL & MATL HANDG,ELECTRIC REPAIRS &SERVICE,ELECTRIC REPAIRS &SERVICE,ENGINEERED DRIVE SYSTEMS,Motion,bcc0ala,electrical matl handg,electric repairs service,electric repairs service,engineered drive systems,Automation Electrical,0.7120022892951966,0.2879977107048034,"Automation Electrical, Tools, Automation Welding","0.7120, 0.7527, 0.7576","0.2880, 0.2473, 0.2424"
15873802,43626 POWER ROLLER,ELECTRICAL & MATL HANDG,CONVEYORS & COMPONENTS,FLOOR CONVEYOR,GRAVITY CONVEYOR,Motion,43626 power roller,electrical matl handg,conveyors components,floor conveyor,gravity conveyor,Automation Mechanical,0.7501086473464966,0.24989135265350337,"Automation Mechanical, Tools, General","0.7501, 0.7897, 0.7997","0.2499, 0.2103, 0.2003"
155559,762.93.42 S815K4.5,ELECTRICAL & MATL HANDG,CONVEYING CHAIN,STEEL CONVEYING CHAIN,STEEL CONVEYING CHAIN,Motion,762 93 42 s815k4 5,electrical matl handg,conveying chain,steel conveying chain,steel conveying chain,Automation Welding,0.7900272488594056,0.20997275114059444,"Automation Welding, Chemicals, Oils & Lubricants, Cutting Tools","0.7900, 0.7938, 0.8028","0.2100, 0.2062, 0.1972"
1256502,VS-130 SILENT TURBINE VIBRATOR,ELECTRICAL & MATL HANDG,CONVEYORS & COMPONENTS,CONVEYORS & COMPONENTS,VIBRATING CONVEYOR,Motion,vs 130 silent turbine vibrator,electrical matl handg,conveyors components,conveyors components,vibrating conveyor,Automation Mechanical,0.7035826563835145,0.29641734361648553,"Automation Mechanical, Automation Electrical, Automation Welding","0.7036, 0.7825, 0.7910","0.2964, 0.2175, 0.2090"
2947602,EN90X6 ROUNDSLING TUFLEX YELLOW 6FT,ELECTRICAL & MATL HANDG,MATERIAL HANDLING,WORK POSITIONERS,SLINGS,Motion,en90x6 roundsling tuflex yellow 6ft,electrical matl handg,material handling,work positioners,slings,Cutting Tools,0.7882650017738342,0.21173499822616582,"Cutting Tools, Tools, Office Supplies","0.7883, 0.7951, 0.8192","0.2117, 0.2049, 0.1808"
5156211,30290 FLAT WHEEL ASSEMBY,ELECTRICAL & MATL HANDG,CONVEYORS & COMPONENTS,CONVEYORS & COMPONENTS,MISC CONVEYOR & COMP.,Motion,30290 flat wheel assemby,electrical matl handg,conveyors components,conveyors components,misc conveyor comp,Automation Mechanical,0.7327532529830934,0.26724674701690665,"Automation Mechanical, Automation Welding, Automation Electrical","0.7328, 0.7696, 0.7907","0.2672, 0.2304, 0.2093"
5866557,W-5-FSB-1/2 FORGED STEEL WHEEL 5X2 1/2BB,ELECTRICAL & MATL HANDG,MATERIAL HANDLING,WAREHOUSE-FLOOR EQUIP,CASTERS,Motion,w 5 fsb 1 2 forged steel wheel 5x2 1 2bb,electrical matl handg,material handling,warehouse floor equip,casters,Abrasives,0.7696149706840515,0.2303850293159485,"Abrasives, Cutting Tools, Tools","0.7696, 0.7731, 0.7772","0.2304, 0.2269, 0.2228"
7127118,I05032M6-14-7T-920 WHEEL,ELECTRICAL & MATL HANDG,MATERIAL HANDLING,WAREHOUSE-FLOOR EQUIP,WHEELS,Motion,i05032m6 14 7t 920 wheel,electrical matl handg,material handling,warehouse floor equip,wheels,Abrasives,0.7784643650054932,0.2215356349945068,"Abrasives, Tools, Automation Welding","0.7785, 0.7834, 0.7911","0.2215, 0.2166, 0.2089"
7287750,D10-0406-CA508 CASTER,ELECTRICAL & MATL HANDG,MATERIAL HANDLING,WAREHOUSE-FLOOR EQUIP,CASTERS,Motion,d10 0406 ca508 caster,electrical matl handg,material handling,warehouse floor equip,casters,Automation Welding,0.7994462728500367,0.20055372714996333,"Automation Welding, Abrasives, Tools","0.7994, 0.7995, 0.8031","0.2006, 0.2005, 0.1969"
7675310,100T10/3370V T PAZ POLY TIMING BELT,ELECTRICAL & MATL HANDG,LIGHT CONVEYOR BELT,LIGHT CONVEYOR BELT,SPECIALTY BELT,Motion,100t10 3370v t paz poly timing belt,electrical matl handg,light conveyor belt,light conveyor belt,specialty belt,Automation Welding,0.8079786062240601,0.19202139377593985,"Automation Welding, Automation Mechanical, Tools","0.8080, 0.8286, 0.8308","0.1920, 0.1714, 0.1692"
7691730,825-387 0 (BGE3.0) RECTIFIER,ELECTRICAL & MATL HANDG,ELECTRIC REPAIRS &SERVICE,ELECTRIC REPAIRS &SERVICE,ENGINEERED DRIVE SYSTEMS,Motion,825 387 0 bge3 0 rectifier,electrical matl handg,electric repairs service,electric repairs service,engineered drive systems,Automation Electrical,0.7023703575134278,0.2976296424865722,"Automation Electrical, Automation Welding, Tools","0.7024, 0.7346, 0.7352","0.2976, 0.2654, 0.2648"
8210451,10310 (TSE-1017-325 TROLLEY),ELECTRICAL & MATL HANDG,MATERIAL HANDLING,OVERHEAD LIFTING EQUIP,OTHER,Motion,10310 tse 1017 325 trolley,electrical matl handg,material handling,overhead lifting equip,other,Tools,0.8118898391723633,0.18811016082763665,"Tools, Automation Welding, General","0.8119, 0.8417, 0.8430","0.1881, 0.1583, 0.1570"
11638586,22-030334/76V CONVEYOR BELT,ELECTRICAL & MATL HANDG,CONVEYORS & COMPONENTS,CONVEYORS & COMPONENTS,BELT CONVEYOR,Motion,22 030334 76v conveyor belt,electrical matl handg,conveyors components,conveyors components,belt conveyor,Automation Mechanical,0.709507179260254,0.290492820739746,"Automation Mechanical, Automation Welding, Tools","0.7095, 0.7560, 0.7682","0.2905, 0.2440, 0.2318"
14789977,2024323-3.25OD ROLLER WITH 5/8-18 SHAFT,ELECTRICAL & MATL HANDG,MATERIAL HANDLING,WORK POSITIONERS,OTHER,Motion,2024323 3 25od roller with 5 8 18 shaft,electrical matl handg,material handling,work positioners,other,Tools,0.7834598183631898,0.21654018163681021,"Tools, Cutting Tools, Automation Welding","0.7835, 0.7977, 0.8090","0.2165, 0.2023, 0.1910"
14789978,15917DD ROLLER WITHOUT SHAFT,ELECTRICAL & MATL HANDG,MATERIAL HANDLING,WORK POSITIONERS,OTHER,Motion,15917dd roller without shaft,electrical matl handg,material handling,work positioners,other,Tools,0.7801178097724915,0.21988219022750854,"Tools, Cutting Tools, Automation Welding","0.7801, 0.7921, 0.8114","0.2199, 0.2079, 0.1886"
14820823,734-204  4 POSITION TERMINAL BLOCK PLUG,ELECTRICAL & MATL HANDG,MATERIAL HANDLING,SOFTWARE,MANUFACTURING,Motion,734 204 4 position terminal block plug,electrical matl handg,material handling,software,manufacturing,Cutting Tools,0.7518928170204162,0.24810718297958378,"Cutting Tools, Automation Welding, Tools","0.7519, 0.7716, 0.7746","0.2481, 0.2284, 0.2254"
18743156,PN414626LK-1,ELECTRICAL & MATL HANDG,CONVEYORS & COMPONENTS,CONVEYORS & COMPONENTS,MISC CONVEYOR & COMP.,Motion,pn414626lk 1,electrical matl handg,conveyors components,conveyors components,misc conveyor comp,Automation Mechanical,0.7546255230903625,0.24537447690963754,"Automation Mechanical, General, Automation Electrical","0.7546, 0.7922, 0.7945","0.2454, 0.2078, 0.2055"
18744058,3842546070 CHAIN  90+FLAT L4968,ELECTRICAL & MATL HANDG,MODULAR PLASTIC BELT,MODULAR PLASTIC BELT,STRAIGHT RUNNING PLAS BLT,Motion,3842546070 chain 90 flat l4968,electrical matl handg,modular plastic belt,modular plastic belt,straight running plas blt,Automation Mechanical,0.8430682420730592,0.1569317579269408,"Automation Mechanical, Tools, Cutting Tools","0.8431, 0.8444, 0.8483","0.1569, 0.1556, 0.1517"
18750155,DHC0547.75XT20-L2PXX PULLEY,ELECTRICAL & MATL HANDG,CONVEYORS & COMPONENTS,CONV PULLEYS,CONV PULLEYS,Motion,dhc0547 75xt20 l2pxx pulley,electrical matl handg,conveyors components,conv pulleys,conv pulleys,Tools,0.775267243385315,0.22473275661468495,"Tools, Automation Mechanical, Automation Welding","0.7753, 0.7867, 0.7887","0.2247, 0.2133, 0.2113"
474019,915-587 HOUSING,PROCESS PUMPS AND EQUIPMENT,PROCESS PUMPS PARTS,POSITIVE DISPLACEMENT PUMP PARTS,AODD PUMP PARTS,Motion,915 587 housing,process pumps and equipment,process pumps parts,positive displacement pump parts,aodd pump parts,Automation Mechanical,0.7133984923362733,0.2866015076637267,"Automation Mechanical, Gasses, General","0.7134, 0.7550, 0.7706","0.2866, 0.2450, 0.2294"
1148304,LAGD 125/WA2 LUBER,SEALS AND ACCESSORIES,LUBE EQPT & ACCESSORIES,LUBE EQPT & ACCESSORIES,AUTOMATED LUBE EQUIPMENT,Motion,lagd 125 wa2 luber,seals and accessories,lube eqpt accessories,lube eqpt accessories,automated lube equipment,"Chemicals, Oils & Lubricants",0.7324086070060731,0.26759139299392687,"Chemicals, Oils & Lubricants, Cutting Tools, Safety","0.7324, 0.7603, 0.7658","0.2676, 0.2397, 0.2342"
2062676,247623 SOFT PTS KIT,SEALS AND ACCESSORIES,LUBE EQPT & ACCESSORIES,LUBE EQPT & ACCESSORIES,LUBE EQUIPMENT PARTS,Motion,247623 soft pts kit,seals and accessories,lube eqpt accessories,lube eqpt accessories,lube equipment parts,Gasses,0.7112051367759704,0.2887948632240296,"Gasses, Safety, Cutting Tools","0.7112, 0.7154, 0.7258","0.2888, 0.2846, 0.2742"
2361634,118.000.385  SEAL KIT,PROCESS PUMPS AND EQUIPMENT,PROCESS PUMPS,CENTRIFUGAL PUMPS,END SUCTION PUMPS,Motion,118 000 385 seal kit,process pumps and equipment,process pumps,centrifugal pumps,end suction pumps,Automation Mechanical,0.7609861731529236,0.2390138268470764,"Automation Mechanical, Gasses, General","0.7610, 0.7709, 0.7831","0.2390, 0.2291, 0.2169"
3410731,637428 AIR SECTION KIT,PROCESS PUMPS AND EQUIPMENT,PROCESS PUMPS PARTS,POSITIVE DISPLACEMENT PUMP PARTS,AODD PUMP PARTS,Motion,637428 air section kit,process pumps and equipment,process pumps parts,positive displacement pump parts,aodd pump parts,Automation Mechanical,0.6907804369926454,0.30921956300735465,"Automation Mechanical, Gasses, General","0.6908, 0.7009, 0.7711","0.3092, 0.2991, 0.2289"
4686665,647016 DIAPHRAGM PUMP 1050,PROCESS PUMPS AND EQUIPMENT,PROCESS PUMPS,POSITIVE DISPLACEMENT PUMPS,AODD PUMPS,Motion,647016 diaphragm pump 1050,process pumps and equipment,process pumps,positive displacement pumps,aodd pumps,Automation Mechanical,0.7433584332466127,0.25664156675338734,"Automation Mechanical, Gasses, General","0.7434, 0.7750, 0.7979","0.2566, 0.2250, 0.2021"
5404335,637427-GG FLUID SIDE REBUILD KIT,PROCESS PUMPS AND EQUIPMENT,PROCESS PUMPS PARTS,POSITIVE DISPLACEMENT PUMP PARTS,AODD PUMP PARTS,Motion,637427 gg fluid side rebuild kit,process pumps and equipment,process pumps parts,positive displacement pump parts,aodd pump parts,Automation Mechanical,0.6928830981254579,0.3071169018745421,"Automation Mechanical, Gasses, General","0.6929, 0.7108, 0.7528","0.3071, 0.2892, 0.2472"
5560297,PD03P-APS-PAA PUMP,PROCESS PUMPS AND EQUIPMENT,PROCESS PUMPS,CENTRIFUGAL PUMPS,ANSI PUMPS,Motion,pd03p aps paa pump,process pumps and equipment,process pumps,centrifugal pumps,ansi pumps,Automation Mechanical,0.7633064031600952,0.23669359683990476,"Automation Mechanical, General, Gasses","0.7633, 0.7865, 0.7903","0.2367, 0.2135, 0.2097"
5599281,557747 PROXIMITY SWITCH,PROCESS PUMPS AND EQUIPMENT,PROCESS PUMPS PARTS,POSITIVE DISPLACEMENT PUMP PARTS,AODD PUMP PARTS,Motion,557747 proximity switch,process pumps and equipment,process pumps parts,positive displacement pump parts,aodd pump parts,Automation Mechanical,0.7130694270133973,0.28693057298660274,"Automation Mechanical, Gasses, General","0.7131, 0.7711, 0.7979","0.2869, 0.2289, 0.2021"
5612936,MR3Y1 MINI ROTO,SEALS AND ACCESSORIES,LUBE EQPT & ACCESSORIES,LUBE EQPT & ACCESSORIES,LUBE EQUIPMENT PARTS,Motion,mr3y1 mini roto,seals and accessories,lube eqpt accessories,lube eqpt accessories,lube equipment parts,General,0.7111875414848329,0.2888124585151671,"General, Cutting Tools, Safety","0.7112, 0.7276, 0.7296","0.2888, 0.2724, 0.2704"
