Supplier Part Number,Part Description,Category L1,Category L2,Category L3,Category L4,Supplier,Part Description - Cleaned,Category L1 - Cleaned,Category L2 - Cleaned,Category L3 - Cleaned,Category L4 - Cleaned,predicted_label,Actual L2,Actual L3,predicted_distance,predicted_similarity,topk_labels,topk_distances,auto_label_2.predicted_label,auto_label_2.predicted_similarity,target,delta,auto_label_2.delta
02866215,7200-B-XL-2RS-TVP ANG CONTACT BALL BRG,BEARINGS,BALL BEARINGS,ANG.CON.BALL BEARINGS,ANG.CON.BALL BEARING,Motion,7200 b xl 2rs tvp ang contact ball brg,bearings,ball bearings,ang con ball bearings,ang con ball bearing,Automation Mechanical,,,0.7107949852943422,0.289205015,"Automation Mechanical, Tools, Cutting Tools","0.7108, 0.7820, 0.8029",Automation Mechanical,0.211511993,Automation Mechanical,0.0712,0.0402
13793563,1621 2RS PRX,BEARINGS,BALL BEARINGS,FARM IMPLEMENT BEARINGS,FARM IMPLEMENT BEARINGS,Motion,1621 2rs prx,bearings,ball bearings,farm implement bearings,farm implement bearings,Automation Mechanical,,,0.6784878253936768,0.321512175,"Automation Mechanical, Tools, Cutting Tools","0.6785, 0.7575, 0.8143",Automation Mechanical,0.241183877,Automation Mechanical,0.079,0.0565
06869818,"AP25P-04-F2-QD DIG. AIR P.S. SW 1/8"" NPT",BEARINGS,BALL BEARINGS,DBL.ROW BALL BEARING,DBL.ROW BALL BEARINGS,Motion,ap25p 04 f2 qd dig air p s sw 1 8 npt,bearings,ball bearings,dbl row ball bearing,dbl row ball bearings,Automation Mechanical,,,0.717126476764679,0.282873523,"Automation Mechanical, Tools, Cutting Tools","0.7171, 0.8025, 0.8245",Automation Mechanical,0.202480066,Automation Mechanical,0.0854,0.0582
00584350,G 1104 KRR BRG,BEARINGS,BALL BEARINGS,FARM IMPLEMENT BEARINGS,FARM IMPLEMENT BEARINGS,Motion,g 1104 krr brg,bearings,ball bearings,farm implement bearings,farm implement bearings,Automation Mechanical,,,0.6661532759666443,0.333846724,"Automation Mechanical, Tools, Cutting Tools","0.6662, 0.7357, 0.7778",Automation Mechanical,0.248234308,Automation Mechanical,0.0695,0.0615
15346466,51136-MP SCHAEFFLER BEARING,BEARINGS,BALL BEARINGS,FARM IMPLEMENT BEARINGS,FARM IMPLEMENT BEARINGS,Motion,51136 mp schaeffler bearing,bearings,ball bearings,farm implement bearings,farm implement bearings,Automation Mechanical,,,0.6537900805473328,0.346209919,"Automation Mechanical, Tools, Cutting Tools","0.6538, 0.7357, 0.7850",Automation Mechanical,0.264597023,Automation Mechanical,0.0819,0.071
00097463,CF 2-1/2 SB CAM FOLL,BEARINGS,BALL BEARINGS,UNCODED BALL BEARINGS,UNCODED BALL BEARINGS,Motion,cf 2 1 2 sb cam foll,bearings,ball bearings,uncoded ball bearings,uncoded ball bearings,Automation Mechanical,,,0.6747765302658082,0.32522347,"Automation Mechanical, Tools, Cutting Tools","0.6748, 0.7702, 0.8163",Automation Mechanical,0.223724353,Automation Mechanical,0.0954,0.0595
05642667,XLRI-8 1/2 J BEARING,BEARINGS,BALL BEARINGS,ANG.CON.BALL BEARINGS,ANG.CON.BALL BEARING,Motion,xlri 8 1 2 j bearing,bearings,ball bearings,ang con ball bearings,ang con ball bearing,Automation Mechanical,,,0.6786657691001893,0.321334231,"Automation Mechanical, Tools, Cutting Tools","0.6787, 0.7677, 0.8063",Automation Mechanical,0.236024535,Automation Mechanical,0.089,0.0711
02296080,3002-2RS,BEARINGS,BALL BEARINGS,DBL.ROW BALL BEARING,DBL.ROW BALL BEARINGS,Motion,3002 2rs,bearings,ball bearings,dbl row ball bearing,dbl row ball bearings,Automation Mechanical,,,0.7175792336463929,0.282420766,"Automation Mechanical, Tools, Cutting Tools","0.7176, 0.8058, 0.8254",Automation Mechanical,0.202856112,Automation Mechanical,0.0882,0.0453
02297003,628/4 2Z  BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,628 4 2z brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.7280543327331543,0.271945667,"Automation Mechanical, Tools, Cutting Tools","0.7281, 0.7848, 0.7862",Automation Mechanical,0.203767133,Automation Mechanical,0.0567,0.0264
07144673,6202FT150ZZ BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6202ft150zz brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.720282256603241,0.279717743,"Automation Mechanical, Tools, Cutting Tools","0.7203, 0.7904, 0.8079",Automation Mechanical,0.204846931,Automation Mechanical,0.0701,0.0336
07408218,61804-2RS BALL BEARINGS,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,61804 2rs ball bearings,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.661264431476593,0.338735569,"Automation Mechanical, Tools, Cutting Tools","0.6613, 0.7537, 0.7887",Automation Mechanical,0.254035735,Automation Mechanical,0.0924,0.0611
09330059,6301FT150ZZ BALL BEARING,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6301ft150zz ball bearing,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.687268853187561,0.312731147,"Automation Mechanical, Tools, Cutting Tools","0.6873, 0.7775, 0.8074",Automation Mechanical,0.238024426,Automation Mechanical,0.0902,0.0664
10882416,"KWSE35-V1-G3 KUSE, 6-ROW LINEAR BALL BEA",BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,kwse35 v1 g3 kuse 6 row linear ball bea,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.7020662188529969,0.297933781,"Automation Mechanical, Tools, Cutting Tools","0.7021, 0.7935, 0.8008",Automation Mechanical,0.219731784,Automation Mechanical,0.0914,0.0498
02296488,63009-2RSR,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,63009 2rsr,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.7197378039360047,0.280262196,"Automation Mechanical, Tools, Cutting Tools","0.7197, 0.7941, 0.8124",Automation Mechanical,0.207569599,Automation Mechanical,0.0744,0.0375
06056438,49708 BALL LOCK LINER 16MM X .75,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,49708 ball lock liner 16mm x 75,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.7037682175636293,0.296231782,"Automation Mechanical, Tools, Cutting Tools","0.7038, 0.7953, 0.7974",Automation Mechanical,0.220245445,Automation Mechanical,0.0915,0.0392
00130322,16002 J RADIAL BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,16002 j radial brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.7201263666152955,0.279873633,"Automation Mechanical, Tools, Cutting Tools","0.7201, 0.7824, 0.7940",Automation Mechanical,0.205877972,Automation Mechanical,0.0623,0.0326
00133930,61803 J RADIAL BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,61803 j radial brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.7194792628288269,0.280520737,"Automation Mechanical, Tools, Cutting Tools","0.7195, 0.7788, 0.7878",Automation Mechanical,0.214358354,Automation Mechanical,0.0593,0.0413
00143203,61812-2RS1 BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,61812 2rs1 brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.7172441840171815,0.282755816,"Automation Mechanical, Tools, Cutting Tools","0.7172, 0.7785, 0.7879",Automation Mechanical,0.211945462,Automation Mechanical,0.0613,0.0295
11299549,6016-2Z/C3 BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6016 2z c3 brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.7241366505622864,0.275863349,"Automation Mechanical, Tools, Cutting Tools","0.7241, 0.7824, 0.7888",Automation Mechanical,0.206809878,Automation Mechanical,0.0583,0.0315
00139123,61804 2RS1  BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,61804 2rs1 brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.7152930259704591,0.284706974,"Automation Mechanical, Tools, Cutting Tools","0.7153, 0.7763, 0.7895",Automation Mechanical,0.21377672,Automation Mechanical,0.061,0.0355
00051385,6202 2RSNRJEM (C3) BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6202 2rsnrjem c3 brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.7176405787467957,0.282359421,"Automation Mechanical, Tools, Cutting Tools","0.7176, 0.7797, 0.7996",Automation Mechanical,0.211505544,Automation Mechanical,0.0621,0.0356
00058715,61902 2Z  BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,61902 2z brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.7237249970436097,0.276275003,"Automation Mechanical, Tools, Cutting Tools","0.7237, 0.7860, 0.7946",Automation Mechanical,0.206175065,Automation Mechanical,0.0623,0.0319
00052335,6204 2RSNRJEM (C3)  BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6204 2rsnrjem c3 brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.7195368766784669,0.280463123,"Automation Mechanical, Tools, Cutting Tools","0.7195, 0.7824, 0.8015",Automation Mechanical,0.207760048,Automation Mechanical,0.0629,0.0356
00048861,6010 RSJEM (C3)  BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6010 rsjem c3 brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.7143185257911682,0.285681474,"Automation Mechanical, Tools, Cutting Tools","0.7143, 0.7803, 0.7930",Automation Mechanical,0.215058827,Automation Mechanical,0.066,0.0454
02138147,6210-RS1 BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6210 rs1 brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.724273717403412,0.275726283,"Automation Mechanical, Tools, Cutting Tools","0.7243, 0.7790, 0.7870",Automation Mechanical,0.206188703,Automation Mechanical,0.0547,0.0357
02137944,6010-RS1 BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6010 rs1 brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.7202946186065675,0.279705381,"Automation Mechanical, Tools, Cutting Tools","0.7203, 0.7803, 0.7907",Automation Mechanical,0.206751633,Automation Mechanical,0.06,0.0418
00047883,6004 RSJEM (C3)  BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6004 rsjem c3 brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.7193430423736573,0.280656958,"Automation Mechanical, Tools, Cutting Tools","0.7193, 0.7839, 0.7986",Automation Mechanical,0.210585892,Automation Mechanical,0.0646,0.0416
00144097,SS6003-2RS  BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,ss6003 2rs brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.726219367980957,0.273780632,"Automation Mechanical, Tools, Cutting Tools","0.7262, 0.7847, 0.7940",Automation Mechanical,0.208407497,Automation Mechanical,0.0585,0.0324
06869027,6004-RS BALL BEARINGS,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6004 rs ball bearings,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.6624640941619873,0.337535906,"Automation Mechanical, Tools, Cutting Tools","0.6625, 0.7551, 0.7883",Automation Mechanical,0.253928494,Automation Mechanical,0.0926,0.063
08486124,6306-2Z/C3,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6306 2z c3,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.7267083644866943,0.273291636,"Automation Mechanical, Tools, Cutting Tools","0.7267, 0.7917, 0.8125",Automation Mechanical,0.205298853,Automation Mechanical,0.065,0.0398
06001314,6205-2Z/C3 BEARING BALL  2 SHIELDS,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6205 2z c3 bearing ball 2 shields,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.6837367773056031,0.316263223,"Automation Mechanical, Tools, Cutting Tools","0.6837, 0.7758, 0.8069",Automation Mechanical,0.231996453,Automation Mechanical,0.0921,0.0646
08486614,6310/C3,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6310 c3,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.7248531579971313,0.275146842,"Automation Mechanical, Tools, Cutting Tools","0.7249, 0.7928, 0.8127",Automation Mechanical,0.208467841,Automation Mechanical,0.0679,0.041
02282113,6012LLBNR BALL BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6012llbnr ball brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.7033869743347168,0.296613026,"Automation Mechanical, Tools, Cutting Tools","0.7034, 0.7781, 0.7863",Automation Mechanical,0.213317645,Automation Mechanical,0.0747,0.0439
08488640,6315-2Z/C3,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6315 2z c3,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.7276156425476075,0.272384357,"Automation Mechanical, Tools, Cutting Tools","0.7276, 0.7815, 0.8104",Automation Mechanical,0.209799707,Automation Mechanical,0.0539,0.0391
08488682,6208-2RS1/C3,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6208 2rs1 c3,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.7098209977149963,0.290179002,"Automation Mechanical, Tools, Cutting Tools","0.7098, 0.7781, 0.8149",Automation Mechanical,0.219516134,Automation Mechanical,0.0683,0.0468
12212179,BR445628,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,br445628,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.7238805890083313,0.276119411,"Automation Mechanical, Tools, Cutting Tools","0.7239, 0.7807, 0.7931",Automation Mechanical,0.200729632,Automation Mechanical,0.0568,0.0231
12212183,BR526828,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,br526828,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.7187816619873046,0.281218338,"Automation Mechanical, Tools, Cutting Tools","0.7188, 0.7862, 0.7945",Automation Mechanical,0.208232307,Automation Mechanical,0.0674,0.0304
12213207,LRB445228,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,lrb445228,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.717338526248932,0.282661474,"Automation Mechanical, Tools, Cutting Tools","0.7173, 0.7720, 0.7960",Automation Mechanical,0.203519702,Automation Mechanical,0.0547,0.0275
12213204,LRB364428,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,lrb364428,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.7148299098014832,0.28517009,"Automation Mechanical, Tools, Cutting Tools","0.7148, 0.7714, 0.7984",Automation Mechanical,0.20693413,Automation Mechanical,0.0566,0.0335
02138312,6310-2RSNR (CN)    BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6310 2rsnr cn brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.718755304813385,0.281244695,"Automation Mechanical, Tools, Cutting Tools","0.7188, 0.7839, 0.7884",Automation Mechanical,0.208208084,Automation Mechanical,0.0651,0.0351
13771264,6004ZZC4**X29U76UG43 BALL BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6004zzc4 x29u76ug43 ball brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.7140040040016176,0.285995996,"Automation Mechanical, Tools, Cutting Tools","0.7140, 0.7804, 0.8048",Automation Mechanical,0.210530639,Automation Mechanical,0.0664,0.0438
00134172,62207 2RS1  BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,62207 2rs1 brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.7172801494598389,0.282719851,"Automation Mechanical, Tools, Cutting Tools","0.7173, 0.7785, 0.7869",Automation Mechanical,0.213886189,Automation Mechanical,0.0612,0.0328
00047286,6000 DDU C3 BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6000 ddu c3 brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.7244504928588869,0.275549507,"Automation Mechanical, Tools, Cutting Tools","0.7245, 0.7922, 0.8026",Automation Mechanical,0.201626396,Automation Mechanical,0.0677,0.0294
04498175,6810 2RU RADIAL BALL BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6810 2ru radial ball brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.7174583315849306,0.282541668,"Automation Mechanical, Tools, Cutting Tools","0.7175, 0.7866, 0.7913",Automation Mechanical,0.214814126,Automation Mechanical,0.0691,0.0386
02137971,6200-2ZNR (CN)    BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6200 2znr cn brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.7191742658615112,0.280825734,"Automation Mechanical, Tools, Cutting Tools","0.7192, 0.7772, 0.7965",Automation Mechanical,0.207212567,Automation Mechanical,0.058,0.036
00058576,6412-C3,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6412 c3,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.720057761669159,0.279942238,"Automation Mechanical, Tools, Cutting Tools","0.7201, 0.7854, 0.8102",Automation Mechanical,0.204144216,Automation Mechanical,0.0653,0.0316
07235372,6201DU 6200 SERIES SINGLE ROW,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6201du 6200 series single row,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.7163586616516113,0.283641338,"Automation Mechanical, Tools, Cutting Tools","0.7164, 0.7945, 0.8213",Automation Mechanical,0.210247755,Automation Mechanical,0.0781,0.0444
08486666,6212/C3,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6212 c3,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.7222629070281983,0.277737093,"Automation Mechanical, Tools, Cutting Tools","0.7223, 0.7814, 0.8048",Automation Mechanical,0.210394037,Automation Mechanical,0.0591,0.0372
02289336,6004 ZZ C4  BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6004 zz c4 brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,,,0.7181312799453736,0.28186872,"Automation Mechanical, Tools, Cutting Tools","0.7181, 0.7846, 0.7923",Automation Mechanical,0.204690242,Automation Mechanical,0.0665,0.0312
